OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Atlantic International College,Pokhara University,977-1-4388647,info@atlantic.edu.np,http://www.atlantic.edu.np/,Samakhusi       ,Kathmandu,Bagmati,Samakhusi  Kathmandu   Bagmati,"Bachelor of Business Administration (BBA) ; 96;,Bachelor of Business Administration in Banking and Insurance (BBA-BI) ; 48;",http://edusanjal.com/college/atlantic-international-college,Private,,,,,
Hari Khetan Multiple Campus,Tribhuvan University,+977-51-524215,info@hkmc.edu.np,http://www.hkmc.edu.np/,Birgunj       ,Parsa,Narayani," Hari Khetan Multiple Campus Birgunj,Parsa","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Science (B.Sc) in Environmental Science,Bachelor of Science (B.Sc) in Microbiology,Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Bachelor of Science (B.Sc) General,MA Sociology and Anthropology,Master of Business Studies (MBS),Master of Arts (MA) in Rural Development",http://edusanjal.com/college/hari-khetan-multiple-campus,Private,,,,,
Tilottama Campus,Pokhara University,977-1-71542659,info@tilottama.edu.np,http://www.tilottama.edu.np/,"Yogikuti, Butwal       ",Rupandehi,Lumbini," Tilottama Campus Yogikuti Butwal, Rupandehi",Bachelor of Business Administration (BBA) ; 96;,http://edusanjal.com/college/tilottama-campus,Private,,,,,
Crimson College of Technology,Pokhara University,"977-71-546479,540879,",info@cct.edu.np,http://www.cct.edu.np/,Devinagar       ,Rupandehi,Lumbini," Crimson College of Technology Butwal-13, Devinagar, Rupandehi.","Bachelor of Business Administration (BBA) ; 96;,Bachelor of Computer Information Systems (BCIS) ; 48;,Bachelor of Computer Application (BCA) ; 48;,Bachelor of Pharmacy ; 40;",http://edusanjal.com/college/crimson-college-technology,Private,,,,,
Lumbini Engineering College,"CTEVT,Pokhara University","977-71-561030, 561959",lumbiniec@gmail.com,http://www.lumbini.edu.np/,Bhalwari Karahiya VDC-3       ,Rupandehi,Lumbini," Lumbini Engineering College Bhalwari,Rupandehi","Bachelor of Electronics and Communication Engineering ; 48;,Bachelor of Computer Engineering ; 48;,Bachelor of Civil Engineering ; 144;,Bachelor of Computer Application (BCA) ; 48;,Diploma in Civil Engineering ; 48;,Diploma in Electrical Engineering ; 48;,Diploma in Computer Engineering ; 48;,M.Sc in Construction Management ; 30;",http://edusanjal.com/college/lumbini-engineering-college,Private,,,,,
Oxford College of Engineering and Management,Pokhara University,977-56-501078/977-56-501281,info@oxfordcollege.edu.np,http://www.oxfordcollege.edu.np/,Gaindakot-2       ,Nawalparasi,Lumbini," Oxford College of Engineering and Management Gaindakot-02, Nawalparasi, Nepal","Bachelor of Business Administration (BBA) ; 96;,Bachelor of Electrical and Electronics Engineering ; 48;,Bachelor of Civil Engineering ; 48;,Bachelor of Computer Application (BCA) ; 96;",http://edusanjal.com/college/oxford-college-engineering-and-management,Private,,,,,
Rapti Engineering College,"CTEVT,Pokhara University","977-82-562601, 563167",info@rec.edu.np,http://rec.edu.np/,"Ghorahi, Dang       ",Dang-Deukhuri,Rapti," Rapti Engineering College Ghorahi, Dang","Bachelor of Civil Engineering ; 48;,Bachelor of Computer Application (BCA) ; 48;,Diploma in Computer Engineering ; 48;,Bachelor of Electronics and Communication Engineering ; 48;",http://edusanjal.com/college/rapti-engineering-college,Private,,,,,
Amity College Mahendranagar,Pokhara University,977-99-520270,amity.college@hotmail.com,http://www.amitycollege.edu.np/,"Aithpur, Mahendranagar       ",Kanchanpur,Mahakali,"Aithpur, Mahendranagar  Kanchanpur   Mahakali",Bachelor of Business Administration (BBA) ; 96;,http://edusanjal.com/college/amity-college,Private,,,,,
National Academy of Science and Technology,Pokhara University,977-91-523949,nast@yahoo.com,http://www.nast.edu.np/,Dhangadi       ,Kailali,Seti, National Academy of Science and Technology Dhangadhi,"Bachelor of Business Administration (BBA) ; 48;,Bachelor of Computer Engineering ; 48;,Bachelor of Computer Application (BCA) ; 48;,Bachelor of Civil Engineering ; 96;",http://edusanjal.com/college/national-academy-science-and-technology,Private,,,,,
Alpine Management College,Pokhara University,"977-81-521017, 520872",info@alpinemc.edu.np,http://alpinemc.edu.np/,"Nepalgunj-13, Surkhet Road       ",Banke,Bheri," Alpine Management College Nepalgunj, Banke",Bachelor of Business Administration (BBA) ; 96;,http://edusanjal.com/college/alpine-management-college,Private,,,,,
Victoria International College,Pokhara University,977-82-560564,giphss_nepal@yahoo.com,,"Ghorahi,Dang       ",Dang-Deukhuri,Rapti," Victoria International College Ghorahi, Dang","Bachelor of Business Administration (BBA) ; 48;,Bachelor of Business Administration in Banking and Insurance (BBA-BI)",http://edusanjal.com/college/victoria-international-college,Private,,,,,
Siddhartha College,Pokhara University,071-550544,,,"Kalikanagar, Butwal       ",Rupandehi,Lumbini,"Kalikanagar, Butwal  Rupandehi   Lumbini",Bachelor of Business Administration in Banking and Insurance (BBA-BI) ; 48;,http://edusanjal.com/college/siddhartha-college,Private,,,,,
Kshitiz International College,Pokhara University,"977-71-546270, 9857028361",tpu_g@yahoo.com,http://www.kshitizcollege.edu.np/,"Butwal 12, Kalikanagar       ",Rupandehi,Lumbini,"Butwal 12, Kalikanagar  Rupandehi   Lumbini","Bachelor of Business Administration (BBA) ; 96;,Bachelor of Business Administration in Banking and Insurance (BBA-BI) ; 48;",http://edusanjal.com/college/kshitiz-international-college,Private,,,,,
Brixton College,Pokhara University,"099-520499, 523841",anideal@rediffmail.com,,"Buspark Road, Mahendranagar       ",Kanchanpur,Mahakali,"Buspark Road, Mahendranagar  Kanchanpur   Mahakali",Bachelor of Business Administration (BBA) ; 48;,http://edusanjal.com/college/brixton-college,Private,,,,,
Axis College,Pokhara University,977-71-540341,axiscollege@wlink.com.np,http://www.axiscollege.edu.np/,"Milanchowk, Sukkanagar, Butwal       ",Rupandehi,Lumbini,"Milanchowk, Sukkanagar, Butwal  Rupandehi   Lumbini",Bachelor of Business Administration in Banking and Insurance (BBA-BI) ; 96;,http://edusanjal.com/college/axis-college,Private,,,,,
Boston International College,Pokhara University,"977-56- 691891, 526503, 531362",info@bostoncollege.edu.np,http://www.bostoncollege.edu.np/,"Hakim Chowk, Bharatpur       ",Chitwan,Narayani,"Hakim Chowk, Bharatpur  Chitwan   Narayani","Bachelor of Business Administration (BBA) ; 96;,Bachelor of Business Administration in Banking and Insurance (BBA-BI) ; 48;",http://edusanjal.com/college/boston-international-college,Private,,,,,
Xavier International College,"Cambridge University,Tribhuvan University","977-1-443947, 4439472, 4439491",info@xavier.edu.np,http://www.xavier.edu.np/,Kalopul       ,Kathmandu,Bagmati," Xavier International College GPO. Box:23603 Kalopul, Kathmandu","Bachelor of Science (B.Sc) in Microbiology,Bachelor of Science (B.Sc) in Environmental Science,GCE A level Non-Science ; 75;,GCE A level- Science ; 75;",http://edusanjal.com/college/xavier-international-college,Private,,,,,
St. Xaviers College,"Cambridge University,Tribhuvan University","977-01-4221365, 4244636",ktm@sxc.edu.np,http://www.sxc.edu.np/,Maitighar       ,Kathmandu,Bagmati," St. Xavier's College Maitighar, Kathmandu","Bachelor of Information Management (BIM) ; 64;,B.Sc. Computer Science And Information Technology (B.SC. CSIT),M.Sc in Physics ; 60;,Bachelor of Science (B.Sc) in Microbiology,M.Sc in Microbiology,GCE A level Non-Science,GCE A level- Science,Bachelor of Arts-BA,Master of Arts (MA) in English,Bachelor of Business Studies (BBS),Bachelor of Science (B.Sc) in Physics,Master of Social Work (MSW),Master of Business Studies (MBS),Bachelor in Arts-Social Work",http://edusanjal.com/college/st-xaviers-college,Private,,,,,
Thames International College,Tribhuvan University,"977-1-4464584, 4465660",info@thamescollege.edu.np,http://www.thamescollege.edu.np/,Old Baneshwor       ,Kathmandu,Bagmati,Old Baneshwor  Kathmandu   Bagmati,"Bachelor of Business Administration (BBA) ; 64;,Bachelor of Information Management (BIM) ; 64;,Bachelor of Social Works (BSW)",http://edusanjal.com/college/thames-international-college,Private,,,,,
Trinity International College,"Cambridge University,Tribhuvan University",977-1-4445955 / 4445956,info@trinitycollege.edu.np,http://www.trinitycollege.edu.np/,Dillibazar Height       ,Kathmandu,Bagmati," Trinity International College Dillibazar Height, PO Box: 26111 Kathmandu, Nepal","B.Sc. Computer Science And Information Technology (B.SC. CSIT),GCE A level Non-Science,GCE A level- Science,Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Master of Arts (MA) in English,Bachelor of Social Works (BSW)",http://edusanjal.com/college/trinity-international-college,Private,,,,,
Triton International College,Tribhuvan University,977-015104450 977-015104529,tritonintlcollege@gmail.com,,Tinkune       ,Kathmandu,Bagmati," Triton International H S School and College Subidhanagar, Tinkune, Kathmandu, Nepal","Bachelor of Arts-BA,Bachelor of Social Works (BSW),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/triton-international-college,Private,,,,,
White Field College,Tribhuvan University,"977-1-4251733, 4249538",info@ref.edu.np,http://www.ref.edu.np/,Shorakhutte       ,Kathmandu,Bagmati, White field College Shorakhutte- Shova bhagwati Road,Bachelor of Business Studies (BBS),http://edusanjal.com/college/white-field-college,Private,,,,,
Reliance International Academy (RIA),Tribhuvan University,"977-1-4822336,4812445",ria@mail.com.np,http://www.rianepal.edu.np/,"Saraswotinagar,chabahil        ",Kathmandu,Bagmati," Reliance International Academy Maitreya Marga, Saraswotinagar Chabhil, Kathmandu, Nepal","Bachelor of Arts-BA,Bachelor of Business Studies (BBS)",http://edusanjal.com/college/reliance-international-academy,Private,,,,,
New Millenium College,Tribhuvan University,"977-1-4427987, 4418585",nmahss@wlink.com.np,http://www.nema.edu.np/,Dhumbarahi       ,Kathmandu,Bagmati," New Millennium College Dhumbarahi, Ringroad, P.O. Box No. 2319, Kathmandu , Nepal","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Master of Arts (MA) in English",http://edusanjal.com/college/new-millenium-college,Private,,,,,
Prime College,Tribhuvan University,"977-1-4360180, 4360182",info@prime.edu.np,http://www.prime.edu.np/,Khusibu       ,Kathmandu,Bagmati," Prime College G.P.O. Box: 9809, Naya Bazar, Khusibu, Kathmandu","Bachelor of Business Administration (BBA) ; 64;,Bachelor of Information Management (BIM) ; 64;,B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/prime-college,Private,,,,,
St. Lawrence College,Tribhuvan University,"977-1- 4487864, 4460996",info@stlawrence.edu.np,http://www.en.stlawrence.edu.np/,Chabhil       ,Kathmandu,Bagmati," St. Lawrence College PO Box: 1221, Chabahil, Pipalbot Kathmandu, Nepal","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS),Bachelor of Arts-BA",http://edusanjal.com/college/st-lawrence-college,Private,,,,,
Khwopa Engineering College,Purbanchal University,"977-1-6614794, 6614798",khec@wlink.com.np,http://khec.edu.np/,Libali       ,Bhaktapur,Bagmati," Khwopa Engineering College Libali, Bhaktapur-2","Bachelor of Architecture ; 60;,Bachelor of Civil Engineering ; 96;,Bachelor of Computer Engineering ; 60;,Bachelor of Electronics & Communication Engineering ; 96;,Master of Engineering in Earthquake ; 20;,Master of Science (M.Sc) in Urban Design in Conservation ; 20;,Bachelor of Electrical Engineering ; 60;",http://edusanjal.com/college/khwopa-engineering-college,Private,,,,,
Nepal Institute of Management and Science College,Tribhuvan University,"977-1-5535872, 5540931",info@nims.edu.np,http://www.nims.edu.np/,Lagankhel       ,Lalitpur,Bagmati," Nepal Institute of Management and Science Lagankhel, Lalitpur, Nepal","Bachelor of Arts-BA,Bachelor of Business Studies (BBS)",http://edusanjal.com/college/nepal-institute-management-and-science-college,Private,,,,,
National Integrated College,Tribhuvan University,"977-1-4442098, 4442722",niccollege@wlink.com.np,http://www.nic.edu.np/,Dillibazar       ,Kathmandu,Bagmati," National Integrated College (NIC) Gurju Marga, Charkhal, Dilli Bazar, Kathmandu, Nepal","Bachelor of Arts-BA,Bachelor of Business Studies (BBS)",http://edusanjal.com/college/national-integrated-college,Private,,,,,
DAV College,Tribhuvan University,977-1-5536626,info@davcollegenepal.com,http://www.davcollege.edu.np/,Jwalakhel       ,Lalitpur,Bagmati,Jwalakhel  Lalitpur   Bagmati,"Bachelor of Business Administration (BBA) ; 64;,Bachelor of Business Studies (BBS),Bachelor of Science (B.Sc) in Microbiology,Bachelor of Science (B.Sc) in Physics",http://edusanjal.com/college/dav-college,Private,,,,,
Manamohan Memorial Institute of Health Science,"CTEVT,Tribhuvan University","977-1-5551160,5551011",info@mmihs.edu.np,http://www.mmihs.edu.np/,Nakhkhu       ,Lalitpur,Bagmati," Mana Mohan Memorial Institute of Health Sciences Nakhkhu-4, Lalitpur, Kathmandu","Bachelor in Medical Laboratory Technology (BMLT),Bachelor of Nursing (BN),Bachelor of Pharmacy,Bachelor of Public Health (BPH),B.Sc Nursing,Certificate in Medical Laboratory Technology (CMLT) ; 30;,Health Assistant (HA) ; 40;,PCL Nursing ; 40;",http://edusanjal.com/college/mana-mohan-memorial-institute-health-science,Private,,,,,
SV Academy College,Tribhuvan University,"977-1-4783913, 4784444",svacademy2002@gmail.com,http://www.svacademy.edu.np/,Buddhanagar       ,Kathmandu,Bagmati," SV Academy College Buddhanagar, PO Box: 535 Kathmandu, Nepal","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Master of Arts (MA) in Rural Development",http://edusanjal.com/college/sv-academy-college,Private,,,,,
"National College (KU:BDevS, BDFin, BoSS)",Kathmandu University,"977-1-4420871,4440410",info@nationalcollege.edu.np,http://www.nationalcollege.edu.np/,Baluwatar       ,Kathmandu,Bagmati,Baluwatar  Kathmandu   Bagmati,"Bachelor in Development Finance ; 40;,Bachelor in Development Studies ; 66;,Bachelor of Social Sciences (BoSS) ; 30;",http://edusanjal.com/college/national-college-center-development-studies,Private,,,,,
College of Business Management,Tribhuvan University,"977-1-4418869, 4439716",info@cbm.edu.np,http://www.cbm.edu.np/,"Dillibazar,         ",Kathmandu,Bagmati," College of Business Management Gurju Marg, Dillibazar Height GPO Box: 3261, Kathmandu, Nepal","Bachelor of Business Studies (BBS),Master of Business Studies (MBS)",http://edusanjal.com/college/college-of-business-management,Private,,,,,
The Times International College,Tribhuvan University,"977-1-4418046, 4420928, 4442717",info@timesinternational.com.np,http://timescollege.edu.np/,Dillibazar       ,Kathmandu,Bagmati," The Times International College Dillibazar, Kathmandu","Bachelor of Business Studies (BBS),Bachelor of Social Works (BSW),Bachelor of Arts-BA",http://edusanjal.com/college/times-international-college,Private,,,,,
Caribbean College,Tribhuvan University,"977-1-5550676, 5537314",info@caribbean.edu.np,http://www.caribbean.edu.np/,Jawalakhel       ,Lalitpur,Bagmati," Caribbean Higher Secondary School and Caribbean College of Management GPO Box 8975 EPC 2974 Jawalakhel, Lalitpur, Nepal","Bachelor of Business Studies (BBS),Master of Business Studies (MBS)",http://edusanjal.com/college/caribbean-college,Private,,,,,
Kathmandu Don Bosco College,Purbanchal University,977-1-4600546,kdbc@mos.com.np,http://www.kdbc.edu.np/,"New Baneshwor,         ",Kathmandu,Bagmati," Kathmandu Don Bosco College GPO 8973, NPC 870, Kriti Marga, Koteshwor, Kathmandu, Nepal","Bachelor of Business Administration (BBA),Master of Business Administration (MBA),Executive MBA",http://edusanjal.com/college/kathmandu-don-bosco-college,Private,,,,,
NASA International College,Tribhuvan University,"977-1-4460397,4479849",info@nasacollege.com,http://www.nasacollege.com/,Tinkune       ,Kathmandu,Bagmati," NASA International College Gairigaun,Tinkune, Kathmandu","Bachelor of Business Studies (BBS),Bachelor of Social Works (BSW)",http://edusanjal.com/college/nasa-international-college,Private,,,,,
