OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Gauradaha Campus,Tribhuvan University,023-480128/023-29744,,,"Gauradaha,         ",Jhapa,Mechi," Gauradaha Campus Gauradaha , Jhapa","Bachelor of Arts-BA,Bachelor of Education (B.Ed),One year Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS),Master of Education (M.Ed) General",http://edusanjal.com/college/gauradaha-campus,Public,,,,,
Adarsha Saula Yubak Higher Secondary School and College,Tribhuvan University,"977-1-5590960, 5221020, 5591549",adarsha@adarshacollege.edu.np,http://adarshacollege.edu.np/,"Sainbu, Bungmati-1,         ",Lalitpur,Bagmati," Adarsha Saula Yubak H S School Sainbu, Bungmati-1, Lalitpur",Bachelor of Business Studies (BBS),http://edusanjal.com/college/adarsha-saula-yubak-higher-secondary-school-and-college,Public,,,,,
Jana Bhawana Campus,Tribhuvan University,01-5570512,Janabhawanacampus@gmail.com,http://www.janabhawana.edu.np/,Chapagaun       ,Lalitpur,Bagmati," Jana Bhawana Campus Chapagaun, Lalitpur ","Bachelor of Business Studies (BBS),Master of Business Studies (MBS),Bachelor of Education (B.Ed),Bachelor of Arts-BA",http://edusanjal.com/college/jana-bhawana-campus,Public,,,,,
Bagiswori Higher Secondary School and College,Tribhuvan University,"977-1-6610270, 6613041",info@bagisworischool.com,http://bagisworischool.com/,        ,Bhaktapur,Bagmati," Bagiswori H S School Taulachhen Chyamhasinga, Bhaktapur ","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Master of Business Studies (MBS)",http://edusanjal.com/college/bagiswori-higher-secondary-school-and-college,Public,,,,,
Navadurga Multiple Campus,Tribhuvan University,01-6612067,,,        ,Bhaktapur,Bagmati,Bhaktapur  Bhaktapur   Bagmati,Bachelor of Business Studies (BBS),http://edusanjal.com/college/navadurga-multiple-campus,Public,,,,,
Modern College of Management,Tribhuvan University,977-1-6632927,info@mcm.edu.np,http://www.mcm.edu.np/,"Thimi,         ",Bhaktapur,Bagmati," Modern College of Management ShakhadharChowk, Thimi, Bhaktapur, Nepal",Bachelor of Business Studies (BBS),http://edusanjal.com/college/modern-college-management,Public,,,,,
Jana Adarsha Campus,Tribhuvan University,633733,,,        ,Bhaktapur,Bagmati,Bhaktapur  Bhaktapur   Bagmati,Bachelor of Business Studies (BBS),http://edusanjal.com/college/jana-adarsha-campus,Public,,,,,
Kathmandu Campus,Tribhuvan University,977-1-4265828,info@kathmanducampus.edu.np,,"Kalimati,         ",Kathmandu,Bagmati,"Kalimati, Kathmandu  Kathmandu   Bagmati","Bachelor of Business Studies (BBS),Bachelor of Arts-BA",http://edusanjal.com/college/kathmandu-campus,Public,,,,,
Koteshwor Multiple Campus,Tribhuvan University,01-4155145,,,"Koteshwor,         ",Kathmandu,Bagmati," Koteshwor Multiple Campus Koteshwor, Kathmandu  ","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Bachelor of Arts-BA",http://edusanjal.com/college/koteshwor-multiple-campus,Public,,,,,
Kantipur Campus,Tribhuvan University,"01-4450804, 4450316",,,"Thali,         ",Kathmandu,Bagmati," Kantipur Campus Thali, Kathmandu  ","Bachelor of Arts-BA,Bachelor of Business Studies (BBS)",http://edusanjal.com/college/kantipur-campus,Public,,,,,
Shivapuri Higher Secondary School and College,Tribhuvan University,"977-1-4410877, 4422877",shivapuri@enet.com.np,,"Maharajgunj,         ",Kathmandu,Bagmati," Shivapuri H S School and College PO Box: 4789 Maharajgunj, Kathmandu  ",Bachelor of Business Studies (BBS),http://edusanjal.com/college/shivapuri-higher-secondary-school-and-college,Public,,,,,
Ratna Jyoti Multiple Campus,Tribhuvan University,,,,"Maruhiti,         ",Kathmandu,Bagmati,"Maruhiti, Kathmandu  Kathmandu   Bagmati",Bachelor of Arts-BA,http://edusanjal.com/college/ratna-jyoti-multiple-campus,Public,,,,,
Sworgadwari Multiple Campus,Tribhuvan University,086-460089,,,Punyakhola       ,Pyuthan,Rapti,Punyakhola  Pyuthan   Rapti,"Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Master of Education (M.Ed) General,One year Bachelor of Education (B.Ed)",http://edusanjal.com/college/sworgadwari-campus,Public,,,,,
Manohar Sahid Smarak Campus,Tribhuvan University,01-4354029,,,"Gongabu,         ",Kathmandu,Bagmati,"Gongabu, Kathmandu  Kathmandu   Bagmati",Bachelor of Business Studies (BBS),http://edusanjal.com/college/manohar-sahid-smarak-campus,Public,,,,,
Chiran Milan Bishwa Shanti Campus,Tribhuvan University,977-1-4017015,cmbscampus@yahoo.com,http://cmbscampus.edu.np/,"Bansbari,Kapanmarg,         ",Kathmandu,Bagmati," Chiran Milan Bishwa Shanti Campus Bansbari, KapanMarg, Maharajgunj, Kathmandu  ","Bachelor of Arts-BA,Bachelor of Business Studies (BBS)",http://edusanjal.com/college/chiran-milan-bishwa-shanti-campus,Public,,,,,
Ratna Shiksha Public Campus,Tribhuvan University,01-4602084,,,"Koteshwor,         ",Kathmandu,Bagmati," Ratnashiksha Public Campus Koteshwor, Kathmandu  ","Bachelor of Arts-BA,Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/ratna-shiksha-public-campus,Public,,,,,
Santwona Memorial Campus,Tribhuvan University,info@santwonamemorial.edu.np,info@santwonamemorial.edu.np,http://santwonamemorial.edu.np/,"Shantinagar,         ",Kathmandu,Bagmati,"Shantinagar, Kathmandu  Kathmandu   Bagmati","Bachelor of Arts-BA,Master of Arts (MA) General",http://edusanjal.com/college/santwona-memorial-campus,Public,,,,,
Kathmandu Institute of Technology (KIT),CTEVT,"977-1-4354255, 4364321",info@kit.edu.np,http://www.kit.edu.np/,"Dhapasi, Tokha Road       ",Kathmandu,Bagmati," Kathmandu Institute of Technology Tokha Road, Milan Tole, Dhapasi","Diploma in Computer Engineering ; 48;,Diploma in Electrical Engineering ; 48;,Diploma in Civil Engineering ; 48;,Diploma in Architecture Engineering ; 48;,Diploma in Electronics Engineering ; 48;",http://edusanjal.com/college/kathmandu-institute-technology,Public,,,,,
Janamaitri Multiple Campus,Tribhuvan University,"977-1-4277202, 4286283",info@janamaitri.edu.np,http://www.janamaitri.edu.np/,"Kuleshwar,         ",Kathmandu,Bagmati," Jana Maitri Multiple Campus Kuleshwar, Kathmandu  ","Master of Business Studies (MBS),Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),B.Ed in Information Communication Technology",http://edusanjal.com/college/janamaitri-multiple-campus,Public,,,,,
Central Department of Physics Tribhuvan University,Tribhuvan University,http://www.tucdp.edu.np/,,http://www.tucdp.edu.np/,Kirtipur       ,Kathmandu,Bagmati," Central Department of Physics Tribhuvan University, Kirtipur, Kathmandu, Nepal ",M.Sc in Physics ; 120;,http://edusanjal.com/college/central-department-of-physics-tribhuvan-university,Public,,,,,
Central Department of Botany- Tribhuvan University,Tribhuvan University,"977 -1-4331322, 4333722",info@cdbtu.edu.np,http://cdbtu.edu.np/,Kirtipur       ,Kathmandu,Bagmati," Central Department of Botany Kirtipur, Kathmandu  ","M. Sc. in Biodiversity and Environmental Management,Doctor of Philosophy (PhD) in Botany,Master of Science (M.Sc) in Botany ; 35;",http://edusanjal.com/college/central-department-botany-tribhuvan-university,Public,,,,,
Maharajgunj medical campus,Tribhuvan University,977-1-4410911,iomdean@iom.edu.np,http://www.iom.edu.np/,Maharajgunj       ,Kathmandu,Bagmati," Tribhuvan University Institute of Medicine Maharajgunj, PO Box: 1524 Kathmandu, Nepal","Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 76;,MD Clinical Pharmacology ; 2;,MD Clinical Physiology ; 2;,MD in General Practice ; 10;,MD Microbiology ; 2;,MD in Pathology ; 4;,MD in Psychiatry ; 2;,MS Clinical Anatomy ; 2;,MS in General Surgery ; 8;,MS in Orthopaedic and Trauma Surgery ; 6;,MDS Orthodontics ; 2;,M.Phil Clinical Psychology ; 3;,M.Sc. Clinical Microbiology ; 4;,M.Sc. Clinical Biochemistry ; 3;,MSc Medical Imaging Technology ; 3;,Master of Public Health Nutrition (MPHN) ; 5;,Master in Public Health (MPH) ; 20;,Bachelor in Audiology and Speech Language Pathology (BASLP),Bachelor in Medical Laboratory Technology (BMLT) ; 11;,Bachelor of Pharmacy ; 20;,MD Biochemistry,MD in Anaesthesiology ; 7;,MD Dermatology ; 4;,MD Forensic Medicine ; 4;,MD Internal Medicine ; 12;,MD in Obstetrics and Gynaecology ; 9;,MD in Ophthalmology ; 7;,MS in Clinical Otorhinolaryngology and Head and Neck Surgery ; 5;,MD Paediatrics ; 5;,MD in Radiodiagnosis ; 6;,Bachelor in Optometry ; 10;,Bachelor of Science in Medical Imaging Technology (BMIT) ; 9;,Bachelor of Public Health (BPH) ; 40;",http://edusanjal.com/college/maharajgunj-medical-campus,Public,,,,,
Nuwakot Adarsha Bahumukhi Campus,Tribhuvan University,010-560157,,,        ,Nuwakot,Bagmati,Nuwakot  Nuwakot   Bagmati,"Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Master of Business Studies (MBS),Master of Education (M.Ed) General",http://edusanjal.com/college/nuwakot-adarsha-bahumukhi-campus,Public,,,,,
Central Department of Microbiology Tribhuvan University,Tribhuvan University,"97714331869, 4330664",nidwija@wlink.com.np,http://microbiotu.edu.np/,"Kirtipur,         ",Kathmandu,Bagmati," Central Department of Microbiology Tribhuvan University, Kirtipur Kathmandu, Nepal ",M.Sc in Microbiology,http://edusanjal.com/college/central-department-of-microbiology-tribhuvan-university,Public,,,,,
Amrit Science Campus,Tribhuvan University,"977-1-4411637(Campus Chief), 4410408(Administration)",amritcampus@ntc.net.np,http://www.amritcampus.edu.np/,Lainchaur       ,Kathmandu,Bagmati," Amrit Science Campus Lekhanath Marg, Thamel PO Box:102 ","B.Sc. Computer Science And Information Technology (B.SC. CSIT),M.Sc in Physics ; 60;,Bachelor of Science (B.Sc) in Environmental Science,Bachelor of Science (B.Sc) in Microbiology,Bachelor of Science (B.Sc) in Physics",http://edusanjal.com/college/amrit-science-campus,Public,,,,,
Kathmandu University School of Medical Science (KUSMS),Kathmandu University,977-11-490497,dhos@mail.com.np,http://www.ku.edu.np/KUSMS/,Dhulikhel       ,Kavrepalanchok,Bagmati," Kathmandu University Dhulikhel Hospital GPO 11008, Kathmandu, Nepal","Certificate in Nursing ; 40; ; 319000;,Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 60; ; 3298000;,Bachelor of Science (B.Sc) in Nursing ; 30; ; 859100;,Bachelor of Dental Surgery (BDS) ; 25; ; 1980000;,Bachelor of Physiotherapy ; 30; ; 945000;,Bachelor in Nursing Science (BNS) ; 40; ; 385000;",http://edusanjal.com/college/kathmandu-university-school-medical-science,Public,,,,,
Siddhartha Academy Higher Secondary School/College,Tribhuvan University,"977-1-4284666, 4278632",,http://www.siac.edu.np/,"Bafal,         ",Kathmandu,Bagmati," Siddhartha Academy H S School Bafal, Kalanki, Kathmandu   Post Box No: 5532",Bachelor of Arts-BA,http://edusanjal.com/college/siddhartha-academy-higher-secondary-schoolcollege,Public,,,,,
Dilli Bazar Kanya Multiple Campus,Tribhuvan University,"977-1-4417130, 4418118,",,http://dkcollege.edu.np/,Dillibazar       ,Kathmandu,Bagmati,Dillibazar  Kathmandu   Bagmati,"Bachelor of Arts-BA,Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS),Master of Business Studies (MBS),MA Sociology and Anthropology,Master of Arts (MA) in English",http://edusanjal.com/college/dilli-bazar-kanya-multiple-campus,Public,,,,,
Kathmandu University School of Science,Kathmandu University,pannathapa@ku.edu.np,pannathapa@ku.edu.np,http://www.ku.edu.np/schools/index.php?go=sci,        ,Kathmandu,Bagmati,Kathmandu  Kathmandu   Bagmati,"M. S. by Research in Glaciology,M.Sc Environment and Natural Resources,Bachelor of Environmental Science ; 40;,M.Tech Biotechnology,B.Sc Applied Physics ; 20;,B.Sc Human Biology ; 20;,B. Tech Biotechnology ; 35;,B. Tech. Environmental Engineering ; 35;,Bachelor of Pharmacy ; 60;,M. Phil. in Mathematics,Master in Pharmacy ; 28;",http://edusanjal.com/college/kathmandu-university-school-of-science,Public,,,,,
Kathmandu University School of Management (KUSOM),Kathmandu University,"977-1- 5548891, 5544078, 5544077",info@kusom.edu.np,http://www.kusom.edu.np/,Balkumari       ,Lalitpur,Bagmati," Kathmandu University School of Management Post Box No:6250 Pinchhe Tole, Sasatanchha, Balkumari, Lalitpur, Nepal ","Master of Business Administration (MBA) ; 380000;,Executive MBA ; 420000;,Doctorate of Philosophy (PhD) in Management ; 395000;,M Phil in Management ; 210000;,BBA (Emphasis) ; 120;,BBA (Hons) ; 120;",http://edusanjal.com/college/kathmandu-university-school-management,Public,,,,,
MB Kedia Dental College and Teaching Hospital,Tribhuvan University,"977-51-526600, 533600",mbkdentalcollege@yahoo.co.in,http://www.mbkdental.edu.np/,Birgunj       ,Parsa,Narayani," M.B. Kedia Dental College & Teaching Hospital Birgunj Sub-Metropolitan City Ward No. - 2, Chhapkaiya, Birgunj (Nepal)",Bachelor of Dental Surgery (BDS) ; 35; ; 1756920;,http://edusanjal.com/college/mb-kedia-dental-college-and-teaching-hospital,Public,,,,,
School of Geomatics,CTEVT,"977-1-4472577, 977-1-6202651",sog@geomatics.edu.np,http://www.geomatics.edu.np/,Mid Baneshwor       ,Kathmandu,Bagmati," College of Geomatics A College of Geomatics Engineering PO Box: 13177 121/55 Basuki Marg, Mid Baneshwor Kathmandu, Nepal  ","Diploma in Geomatics Engineering ; 48;,TSLC in Survey Engineering (AMIN) ; 40;",http://edusanjal.com/college/school-geomatics,Public,,,,,
Peoples Dental College,Tribhuvan University,"977-1-4359181,4359032",pdch@mail.com.np,http://www.pdch.com.np/,Balaju       ,Kathmandu,Bagmati," People's Dental College & Hospital Pvt. Ltd. Nayabazar,Balaju,Kathmandu.Nepal  P.O.Box : 21613",Bachelor of Dental Surgery (BDS) ; 60; ; 1756920;,http://edusanjal.com/college/peoples-dental-college,Public,,,,,
Birendra Multiple Campus,Tribhuvan University,"056-520253, 520689",info@bmc.edu.np,http://www.bmc.edu.np/,Bharatpur       ,Chitwan,Narayani,Bharatpur  Chitwan   Narayani,"B.Sc. Computer Science And Information Technology (B.SC. CSIT),M.Sc in Physics ; 60;,Master of Business Studies (MBS),MA Nepali,Master of Arts (MA) in English,Bachelor of Business Studies (BBS),Bachelor of Arts-BA,Bachelor of Education (B.Ed),One year Bachelor of Education (B.Ed),Master of Arts (MA) in Economics,MA Sociology and Anthropology,Bachelor of Science (B.Sc) in Microbiology,Bachelor of Science (B.Sc.) in Geology,Master of Science (M.Sc) Chemistry",http://edusanjal.com/college/birendra-multiple-campus,Public,,,,,
Patan Multiple Campus,Tribhuvan University,977-1-5549133,,http://pmc.edu.np/,Patan Dhoka       ,Lalitpur,Bagmati,Patan Dhoka  Lalitpur   Bagmati,"M.Sc in Physics ; 180;,Master of Business Studies (MBS),Master of Arts (MA) General,Bachelor of Science (B.Sc) General,Bachelor of Business Studies (BBS),Bachelor of Arts-BA,B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Administration (BBA) ; 64;,MA Nepali,Master of Arts (MA) in Rural Development",http://edusanjal.com/college/patan-multiple-campus,Public,,,,,
Kathmandu University School of Education,Kathmandu University,"977-1-5548104, 5549764",kusoed@ku.edu.np,http://www.kusoed.edu.np/,Balkumari       ,Lalitpur,Bagmati," Kathmandu University School of Education Balkumari, Lalitpur, Nepal GPO Box: 6250, Kathmandu","M.Ed in Leadership and Management,M.Phil by research in Mathematics Education,Master in Sustainable Development,M.Ed in English Language Teaching,Master in Mathematics Education",http://edusanjal.com/college/kathmandu-university-school-education,Public,,,,,
Kathmandu University School of Engineering,Kathmandu University,977-11-661399,info@ku.edu.np,http://www.ku.edu.np/eng/,Dhulikhel       ,Kavrepalanchok,Bagmati," Kathmandu University School of Engineering Dhulikhel, Kavre GPO: 6250","BE Mechanical Engineering ; 60;,Bachelor of Geomatic Engineering ; 30;,Bachelor of Computer Engineering ; 60;,B.E Civil Engineering ; 60;,B.E Electrical and Electronics Engineering ; 60;,Master in Planning and Operation of Energy Systems ; 10;,ME in Computer Engineering,MTech in Information Technology,B.Sc in Computer Science ; 40;,ME in Structural Engineering,ME in Mechanical Engineering,ME in Communication Engineering,ME in Electrical and Power Engineering,BE in Chemical Engineering ; 30;",http://edusanjal.com/college/kathmandu-university-school-of-engineering,Public,,,,,
Sunsari Technical College,"CTEVT,Tribhuvan University",977-25-523262,info@stc.edu.np,http://www.stc.edu.np/,Dharan       ,Sunsari,Koshi," Sunsari Technical College Dharan-4, Sunsari, Nepal  ","Diploma in Civil Engineering ; 48;,Diploma in Computer Engineering ; 48;,Certificate in Medical Laboratory Technology (CMLT) ; 30;,Diploma in Pharmacy ; 40; ; 281656;,M.Sc in Microbiology,B.Tech. Food Technology,Bachelor of Science (B.Sc) in Microbiology,M.Sc. Biotechnology,Bachelor of Pharmacy,TSLC in Medical Lab Technology (Lab Assistant) ; 40;,Auxiliary Nurse Midwife (ANM) ; 40;",http://edusanjal.com/college/sunsari-technical-college,Public,,,,,
