OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,HighSchoolCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Makawanpur Multiple Campus,HSEB,"977-57-520620, 521867, 523762",mmc@ntc.net.np,http://www.mmchetauda.org/,Hetauda-2       ,Makwanpur,Narayani," Makawanpur Multiple Campus (MMC) Hetauda-2, Makawanpur","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/makawanpur-multiple-campus,Public,,,,,
Pathibhara Multiple Campus,HSEB,024-460228,,,        ,Taplejung,Mechi, Pathibhara Multiple Campus Taplejung ,"Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/pathibhara-multiple-campus,Public,,,,,
Sankhuwasabha Multiple Campus,HSEB,029-570208,,,"Chainpur,         ",Sankhuwasabha,Koshi,"Chainpur, Sankhuwasabha  Sankhuwasabha   Koshi","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sankhuwasabha-multiple-campus,Public,,,,,
Panchthar Multiple Campus,HSEB,024-520159,,,Phidim       ,Panchthar,Mechi," Panchthar Multiple Campus Phidim, Pachthar ","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/panchthar-multiple-campus,Public,,,,,
Solukhumbu Multiple Campus,HSEB,9741063550/038-20118/038-20225,,,Salleri       ,Solukhumbu,Sagarmatha,Salleri  Solukhumbu   Sagarmatha,"Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/solukhumbu-multiple-campus,Public,,,,,
Pokhara United Academy,HSEB,"977-61-528877, 550491",info@pau.edu.np,http://www.pua.edu.np/,"Bhadrakali-12, Pokhara       ",Kaski,Gandaki,"Bhadrakali-12, Pokhara  Kaski   Gandaki","Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/pokhara-united-academy,Public,,,,,
Manimukunda College,HSEB,"977-71-437150, 437497",info@manimukundacollege.edu.np,,Butwal-13 Rupendehi       ,Rupandehi,Lumbini," Manimukunda College (H.S.S.) Yogikuti, Butwal-13 Rupendehi, Nepal","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/manimukunda-college,Public,,,,,
Arniko Awasiya Higher Secondary School,HSEB,021-470149,,,"Biratnagar 13 , Nepal       ",Morang,Koshi,"Biratnagar 13 , Nepal  Morang   Koshi","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/arniko-awasiya-higher-secondary-school,Public,,,,,
Khwopa Higher Secondary School,HSEB,"6610932, 6614336, 6618031",info@khwopacollege.edu.np,http://hss.khwopacollege.edu.np/,Dekocha       ,Bhaktapur,Bagmati,Dekocha  Bhaktapur   Bagmati,"Ten Plus Two Humanities ; 70;,Ten Plus Two Science ; 452;,Ten Plus Two Management ; 580;",http://edusanjal.com/college/khwopa-higher-secondary-school,Public,,,,,
Bijeswori Higher Secondary School,HSEB,01-4272418/01-2012307/01-4271498,info@bhss,http://www.bhss-aic.edu.np/,"Bijeswori,         ",Kathmandu,Bagmati,"Bijeswori, Kathmandu  Kathmandu   Bagmati",Ten Plus Two Management,http://edusanjal.com/college/bijeswori-higher-secondary-school,Public,,,,,
Saptagandaki Multiple Campus,HSEB,"056-520754, 522558, 523021",saptagandaki@yahoo.com,http://smc.edu.np/,Bharatpur        ,Chitwan,Narayani,Bharatpur   Chitwan   Narayani,"Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/saptagandaki-multiple-campus,Public,,,,,
Sainik Awasiya MahaVidhyalaya,HSEB,"01-6610051, 01-6610872",info@bsamv.edu.np,,"Sallaghari,         ",Bhaktapur,Bagmati,"Sallaghari, Bhaktapur  Bhaktapur   Bagmati","Ten Plus Two Management ; 160;,Ten Plus Two Humanities ; 44;,Ten Plus Two Science ; 160;",http://edusanjal.com/college/sainik-awasiya-mahavidhyalaya,Public,,,,,
Nepal Police Higher Secondary Boarding School,HSEB,977-011-661301/662102/664670,admin@nps.edu.np,http://nps.edu.np/,"sanga, Kavre        ",Kavrepalanchok,Bagmati,"sanga, Kavre   Kavrepalanchok   Bagmati","Ten Plus Two Management ; 55;,Ten Plus Two Science ; 100;",http://edusanjal.com/college/nepal-police-higher-secondary-boarding-school,Public,,,,,
Balodaya Higher Secondary School Pokhara,HSEB,977-061-461442,bebs789@hotmail.com,http://bebs.edu.np/,Balodaya Marga-Pokhara       ,Kaski,Gandaki,Balodaya Marga-Pokhara  Kaski   Gandaki,"Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/balodaya-higher-secondary-school,Public,,,,,
Shree Padma Higher Secondary School,HSEB,"01-6610326, 01-6612099",info@padmacollege.edu.np,http://www.padmacollege.edu.np/,"Durbar Square,         ",Bhaktapur,Bagmati,"Durbar Square, Bhaktapur  Bhaktapur   Bagmati","Ten Plus Two Humanities,Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/shree-padma-higher-secondary-school,Public,,,,,
Sharada Campus,HSEB,1-6614880,sharadacampus@yahoo.com,,"Kamalbinayak,          ",Bhaktapur,Bagmati,"Kamalbinayak, Bhaktapur   Bhaktapur   Bagmati","Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/sharada-campus,Public,,,,,
Ram Raja (M.B.S.) Multiple Campus,HSEB,9725350752,,," , Kalaiya       ",Bara,Narayani,"Bara, Kalaiya  Bara   Narayani","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/ram-raja-mbs-multiple-campus,Public,,,,,
Chaitanya Multiple Campus,HSEB,011-661722,info@chaitanya.edu.np,http://chaitanya.edu.np/,"Banepa Municipality-6, Kavre       ",Kavrepalanchok,Bagmati,"Banepa Municipality-6, Kavre  Kavrepalanchok   Bagmati","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/chaitanya-multiple-campus,Public,,,,,
Myanglung Campus,HSEB,026-460120,,,"Myanglung, Tehrathum       ",Terhathum,Koshi,"Myanglung, Tehrathum  Terhathum   Koshi","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/myanglung-campus,Public,,,,,
Bandipur Campus,HSEB,"9846167743, 065-520168",,,Bandipur       ,Tanahu,Gandaki,Bandipur  Tanahu   Gandaki,Ten Plus Two Education,http://edusanjal.com/college/bandipur-campus,Public,,,,,
Surya Bhatka Patanadevi Memorial College,HSEB,"056-501079, 693309",,,"Gaindakot-2,         ",Nawalparasi,Lumbini,"Gaindakot-2, Nawalparasi  Nawalparasi   Lumbini","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/surya-bhatka-patanadevi-memorial-college,Public,,,,,
Rapti Babai Campus,HSEB,"082-520316, 522726",,,Tulsipur Dang       ,Dang-Deukhuri,Rapti,Tulsipur Dang  Dang-Deukhuri   Rapti,"Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/rapti-babai-campus,Public,,,,,
Jaya Prithvi Multiple Campus,HSEB,092-421075,,,Bhopur       ,Bajhang,Seti,Bhopur  Bajhang   Seti,"Ten Plus Two Management,Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/jaya-prithvi-multiple-campus,Public,,,,,
Ghoda Ghodi Multiple Campus,HSEB,9741074074,,,"Sukhad KailaliGhodaghodi Multiple Campus is located in Sukhad,  . With affiliation from Tribh       ",Kailali,Seti,"Sukhad KailaliGhodaghodi Multiple Campus is located in Sukhad, Kailali. With affiliation from Tribh  Kailali   Seti","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/ghoda-ghodi-multiple-campus,Public,,,,,
Jagannath Multiple Campus,HSEB,"095-520170, 20570",,,"Gothalapani,         ",Baitadi,Mahakali,"Gothalapani, Baitadi  Baitadi   Mahakali","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/jagannath-multiple-campus,Public,,,,,
Patan Multiple Campus Baitadi,HSEB,095-690728,,,"Patan,         ",Baitadi,Mahakali,"Patan, Baitadi  Baitadi   Mahakali",Ten Plus Two Education,http://edusanjal.com/college/patan-multiple-campus-baitadi,Public,,,,,
Panini Campus,HSEB,077-420582,,,"Chutrabesi,         ",Arghakhanchi,Lumbini,"Chutrabesi, Arghakhanchi  Arghakhanchi   Lumbini","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/panini-campus,Public,,,,,
Triyuga Janta Campus,HSEB,035-42143 035-690585,,,"Ghaighat, Udaypur       ",Udayapur,Sagarmatha,"Ghaighat, Udaypur  Udayapur   Sagarmatha","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/triyuga-janta-campus,Public,,,,,
Ramailo Campus,HSEB,021-691839,,,"Bayarban, Ramailo,         ",Morang,Koshi,"Bayarban, Ramailo, Morang  Morang   Koshi","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/ramailo-campus,Public,,,,,
Ramananda Bisheshwor Mahendra Campus,HSEB,044-520114,,,Jaleshwor       ,Mahottari,Janakpur,Jaleshwor  Mahottari   Janakpur,"Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/ramananda-bisheshwor-mahendra-campus,Public,,,,,
Diktel Campus,HSEB,036-520119,,,"Diktel,         ",Khotang,Sagarmatha,"Diktel, Khotang  Khotang   Sagarmatha","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/diktel-campus,Public,,,,,
Janajyoti Multiple Campus Sarlahi,HSEB,046-501436,,,"Lalbandi,         ",Sarlahi,Janakpur,"Lalbandi, Sarlahi  Sarlahi   Janakpur","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/janajyoti-multiple-campus-sarlahi,Public,,,,,
Sarlahi Campus,HSEB,046-520313,,,Malangawa       ,Sarlahi,Janakpur,Malangawa  Sarlahi   Janakpur,"Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/sarlahi-campus,Public,,,,,
Janakpur Campus,HSEB,041-522417,,,        ,Dhanusa,Janakpur,Janakpur  Dhanusa   Janakpur,"Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/janakpur-campus,Public,,,,,
Gaurishankar Multiple Campus,HSEB,049-4211240,basnetk11@yahoo.com,http://gaurishankarcampus.edu.np/,"Bhimeshwor Municipality-1, Charikot       ",Dolakha,Janakpur,"Bhimeshwor Municipality-1, Charikot  Dolakha   Janakpur","Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/gauri-shanker-campus-charikot,Public,,,,,
Gaurigung Campus,HSEB,023-620439,,,        ,Jhapa,Mechi,Jhapa  Jhapa   Mechi,"Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/gaurigung-campus,Public,,,,,
Bhuwanishankar Multiple College,HSEB,056-582545,,,"Khaireni,        ",Chitwan,Narayani,"Khaireni,Chitwan  Chitwan   Narayani","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhuwanishankar-multiple-college,Public,,,,,
Madi Campus Chitwan,HSEB,056-692557,,,"Basantapur, Madi,         ",Chitwan,Narayani,"Basantapur, Madi, Chitwan  Chitwan   Narayani","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/madi-campus-chitwan,Public,,,,,
Sagarmatha Higher Secondary School Pokhara,HSEB,"061-532798, 533507",shssp@fewamail.com.np,,"Nayabazar, Pokhara-9        ",Kaski,Gandaki,"Nayabazar, Pokhara-9   Kaski   Gandaki","Ten Plus Two Science ; 120;,Ten Plus Two Management ; 200;",http://edusanjal.com/college/sagarmatha-higher-secondary-school-pokhara,Public,,,,,
Gauri Shankar Yadav Campus,HSEB,055-520327,,,  Gaur       ,Rautahat,Narayani,Rautahat Gaur  Rautahat   Narayani,"Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/gauri-shankar-yadav-campus,Public,,,,,
Rammani Campus,HSEB,071-560226,,,"Aanandaban,         ",Rupandehi,Lumbini,"Aanandaban, Rupandehi  Rupandehi   Lumbini","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/rammani-campus,Public,,,,,
Rupandehi Campus,HSEB,071-521572,,,        ,Rupandehi,Lumbini,Rupandehi  Rupandehi   Lumbini,"Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/rupandehi-campus,Public,,,,,
Gauri Shanker Campus Pokhara,HSEB,061-521613,,,"Hemja, Pokhara       ",Kaski,Gandaki,"Hemja, Pokhara  Kaski   Gandaki","Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/gauri-shanker-campus-pokhara,Public,,,,,
Resunga Campus,HSEB,"079-520145, 521045",,,"Tamghas,         ",Gulmi,Lumbini,"Tamghas, Gulmi  Gulmi   Lumbini","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/resunga-campus,Public,,,,,
Kanya Campus Pokhara,HSEB,061-522256,kcpokhara2048@gmail.com,,"Nadipur, Pokhara-3       ",Kaski,Gandaki,"Nadipur, Pokhara-3  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/kanya-campus,Public,,,,,
Kalika Multiple Campus,HSEB,061-430385,,,"Kajipokhari, Pokhara-18       ",Kaski,Gandaki,"Kajipokhari, Pokhara-18  Kaski   Gandaki","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/kalika-multiple-campus,Public,,,,,
New Galaxy Higher Secondary School,HSEB,061-520210,info@newgalaxy.edu.np,http://newgalaxy.edu.np/,"Gyanmarga, Nadipur, Pokhara-3       ",Kaski,Gandaki,"Gyanmarga, Nadipur, Pokhara-3  Kaski   Gandaki","Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/new-galaxy-higher-secondary-school,Public,,,,,
Pashchimanchal Higher Secondary School,HSEB,"061-540333,527444",pashchimanchal@ntc.net.com,,"Gairipatan, Pokhara-4       ",Kaski,Gandaki,"Gairipatan, Pokhara-4  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Science",http://edusanjal.com/college/pashchimanchal-higher-secondary-school,Public,,,,,
Motherland Higher Secondary School,HSEB,"061-463256, 464256, 465377",motherlandpokhara@gmail.com,http://motherland.edu.np/,"Masbar, Pokhara-7       ",Kaski,Gandaki,"Masbar, Pokhara-7  Kaski   Gandaki","Ten Plus Two Management ; 120;,Ten Plus Two Science ; 120;",http://edusanjal.com/college/motherland-higher-secondary-school,Public,,,,,
Rastriya Higher Secondary School Pokhara,HSEB,"061-535016, 520271",,,"Old Tudikhel, Pokhara-1 Bagar       ",Kaski,Gandaki,"Old Tudikhel, Pokhara-1 Bagar  Kaski   Gandaki","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/rastriya-higher-secondary-school-pokhara,Public,,,,,
Little Step Higher Secondary School,HSEB,"061-525013, 550796, 531965",,,"Simalchaur-8, Pokhara        ",Kaski,Gandaki,"Simalchaur-8, Pokhara   Kaski   Gandaki","Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/little-step-higher-secondary-school,Public,,,,,
Step by Step Higher Secondary School,HSEB,"977-61-521476, 537476",stepbystep_hss@yahoo.com,http://www.stepbystep.edu.np/,"Masbar , Pokhara       ",Kaski,Gandaki,"Masbar , Pokhara  Kaski   Gandaki","Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/step-step-higher-secondary-school,Public,,,,,
International Public Higher Secondary School,HSEB,"099-524060 (+2 Bhasi), 522622",international_phss@yahoo.com,,"Bhimdatt Municipality-4, Mahendranagar Bazar       ",Kanchanpur,Mahakali,"Bhimdatt Municipality-4, Mahendranagar Bazar  Kanchanpur   Mahakali","Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/international-public-higher-secondary-school,Public,,,,,
Chhorepatan Higher Secondary School,HSEB,"061-532460884, 460476",chss@yahoo.com,http://chhorepatanhss.edu.np/,"Pokhara-17, Chhorepatan       ",Kaski,Gandaki,"Pokhara-17, Chhorepatan  Kaski   Gandaki","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/shree-chhorepatan-higher-secondary-school,Public,,,,,
Shree Ram Memorial Higher Secondary Boarding School,HSEB,021-435486,,,"Ram Janaki Path, Mills Area, Biratnagar -19       ",Morang,Koshi,"Ram Janaki Path, Mills Area, Biratnagar -19  Morang   Koshi","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/shreeram-memorial-higher-secondary-boarding-school,Public,,,,,
Gupteshwor Multiple Campus,HSEB,067-420145,,,"Kushma,         ",Parbat,Dhawalagiri,"Kushma, Parbat  Parbat   Dhawalagiri","Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/gupteshwor-multiple-campus,Public,,,,,
Koshi Multiple Campus,HSEB,977 21 528537,info@koshi.edu.np,,"Bhrikuti chowk, Pragati Tole       ",Morang,Koshi,"Bhrikuti chowk, Pragati Tole  Morang   Koshi","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/koshi-multiple-campus,Public,,,,,
Sunsari Multiple Campus,HSEB,025-560009,,,Inaruwa       ,Sunsari,Koshi,Inaruwa  Sunsari   Koshi,"Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sunsari-multiple-campus,Public,,,,,
Tansen Multiple Campus,HSEB,"075-520597, 522450",tansenmultiple@gmail.com,,"Tansen-11, Kajipauwa       ",Palpa,Lumbini,"Tansen-11, Kajipauwa  Palpa   Lumbini","Ten Plus Two Management,Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/tansen-multiple-campus,Public,,,,,
Kathmandu Education Campus,HSEB,01-4230240,,http://ksc.edu.np/,"Ramshahpath, Putalisadak       ",Kathmandu,Bagmati,"Ramshahpath, Putalisadak  Kathmandu   Bagmati",Ten Plus Two Education,http://edusanjal.com/college/kathmandu-education-campus,Public,,,,,
Shahid Multiple Campus,HSEB,075-5691478,,,"Rampur,         ",Palpa,Lumbini,"Rampur, Palpa  Palpa   Lumbini","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/shahid-multiple-campus,Public,,,,,
Mahalaxmi Campus,HSEB,01-5580096,,,"Devisthan, Lubhu       ",Lalitpur,Bagmati,"Devisthan, Lubhu  Lalitpur   Bagmati","Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/mahalaxmi-campus,Public,,,,,
Kailashkut Multiple Campus,HSEB,"01-4465707, 2072344",,,"Mitrapark,         ",Kathmandu,Bagmati,"Mitrapark, Kathmandu  Kathmandu   Bagmati","Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/kailashkut-multiple-campus,Public,,,,,
Pashupati Multiple Campus,HSEB,"977-1-4470412, 01-4468364",pashupati2037@hotmail.com,http://www.pashupatimultiplecampus.edu.np/,"Mitrapark, Chabhil       ",Kathmandu,Bagmati,"Mitrapark, Chabhil  Kathmandu   Bagmati","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/pashupati-multiple-campus,Public,,,,,
Adarsha Multiple Campus Bhaktapur,HSEB,01-6633667,,,"Sanothimi,         ",Bhaktapur,Bagmati,"Sanothimi, Bhaktapur  Bhaktapur   Bagmati","Ten Plus Two Management,Ten Plus Two Humanities,Ten Plus Two Education",http://edusanjal.com/college/adarsha-multiple-campus-bhaktapur,Public,,,,,
Tej Ganga Multiple Campus,HSEB,011-440028,tmcpanauti@yahoo.com,,"Panauti, Kapalkot       ",Kavrepalanchok,Bagmati,"Panauti, Kapalkot  Kavrepalanchok   Bagmati","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/tej-ganga-multiple-campus,Public,,,,,
